id,label
12167,0.923293
5374,0.246635
12168,0.165039
12403,0.443633
4876,0.1592
10699,0.861062
3041,0.822623
11984,0.999993
12463,0.807045
6080,0.162519
5203,0.910565
11955,0.991575
7546,0.360482
2225,0.288222
5818,0.027678
11334,0.422684
11135,0.0707814
722,1.22425e-12
124,0.156499
7435,0.999919
7275,0.321094
7557,0.26514
7711,0.99992
4196,0.375272
6309,0.808265
4771,0.518839
11474,0.266506
8895,0.0775937
2496,0.503693
8587,0.428444
2487,1.0
5832,0.149016
11813,0.236854
6870,0.718289
6077,0.170365
1211,0.990877
5723,0.0807221
9661,0.745003
8330,0.0741872
11201,0.998966
1999,0.513797
8433,0.99815
6828,0.940407
8069,0.210904
7316,0.914675
1272,0.323264
3752,0.559446
11508,0.000306409
7087,0.0618665
8376,0.350608
3584,0.21405
11276,0.00958636
2450,0.871801
2741,0.136123
465,0.00421745
2829,0.499688
4212,0.169465
10684,0.446692
3128,1.0
3776,0.195146
10538,0.0593171
5176,0.338119
9356,0.485568
5753,0.427952
2010,0.249415
1754,0.478733
7940,0.0162309
10681,0.00803799
11574,0.010505
9465,0.052788
11396,0.780223
812,0.980079
3938,0.6328
10732,0.889307
2719,0.987775
1456,0.182762
11472,0.94209
3054,0.738775
12032,0.201803
1609,0.849367
10038,0.909071
4519,0.0796255
7614,0.660076
1518,0.00125692
5393,0.188275
4672,0.287884
3670,0.221247
9961,0.332829
2878,0.931183
10666,0.980286
10203,0.827898
676,0.106509
10205,0.0923303
11124,0.0123435
5718,0.902268
10154,0.448394
5105,0.479372
1818,0.111525
9505,0.964142
10589,0.170187
7535,0.254007
203,0.770892
5604,0.264129
743,0.465715
1383,0.0621392
579,0.00194702
2505,0.997974
11903,0.0949927
5201,0.429092
8292,0.961397
11738,0.066675
10348,0.388902
11962,0.235388
2838,0.0960802
4043,0.616267
6514,0.999898
2592,0.252152
8827,0.468909
2617,1.0
2866,0.32134
8708,0.58556
5925,0.997757
11288,0.375518
3871,0.415889
61,0.520284
11515,0.996594
950,0.999035
4061,0.00210991
12269,0.99223
2376,0.98974
9200,0.985156
6017,0.879334
585,0.94292
7826,0.979571
4708,0.0150544
1509,0.999758
11102,0.25267
7869,1.0
11325,0.661422
10219,0.645807
5827,0.745917
5090,0.815633
8137,0.657107
12069,4.45319e-05
11908,0.299691
4231,0.96596
11443,0.997205
1899,0.272761
1525,0.989701
2166,0.852224
2727,0.526295
1733,0.999908
11448,0.999211
5281,0.478416
11380,0.987678
3250,0.15993
7187,0.0129617
10758,0.996785
4793,1.59328e-11
945,0.854011
10508,0.367375
9017,0.34718
9290,0.758577
7221,0.0967117
8849,0.0871199
9274,0.618735
622,0.251141
8345,0.526963
9463,0.01932
3558,0.870117
6046,0.788798
574,0.990073
9082,0.209945
1098,0.353329
5783,0.743382
6726,0.196842
2406,0.368317
11119,0.0
5910,0.423651
11440,0.032913
5711,0.0197686
865,0.949266
9024,0.0
1295,6.37526e-15
5479,0.999537
12442,0.179071
12366,0.906808
11108,0.0692869
6994,1.0
8262,0.215736
2333,0.988851
5305,0.894319
4373,0.188364
7241,6.73496e-05
6664,0.917714
5209,0.363005
7909,0.903067
7939,0.603077
12076,0.371481
5810,0.734162
3908,0.429515
9696,0.491342
10377,0.494405
4962,0.999943
8988,0.554879
1811,0.981405
11969,0.999834
633,0.946187
8829,0.492192
6161,0.000139252
1305,0.2005
1470,0.876498
5787,0.846776
12480,0.0758387
9860,0.0141459
2336,0.952079
2195,0.303204
6387,0.915244
10141,0.992904
3734,0.598553
9362,0.706998
9052,0.384223
3442,0.487934
11756,0.275946
7234,0.885938
4344,0.742227
4988,1.0
1948,0.999988
9192,0.066675
9375,0.913899
7503,0.292714
3861,0.0415879
11058,0.569664
3328,0.912849
2669,0.0778866
2422,0.741112
6426,0.639802
6884,0.148919
43,0.909959
10318,0.186935
3828,0.978454
5875,0.265418
4098,0.701658
6691,0.0826007
7211,1.30064e-05
788,0.755014
3598,0.92313
10436,0.923444
322,0.801941
5282,0.690631
432,0.202514
8634,0.843604
2880,0.194233
12381,0.894
5227,0.211872
200,0.199063
7208,0.314391
11812,0.460197
525,0.130801
2969,0.584775
11718,0.227402
11234,0.0227762
1243,0.0467228
10739,0.937198
11597,0.0434478
4544,0.612888
9105,0.749724
303,5.71191e-05
10137,0.741746
1501,0.620577
8572,0.28612
11731,1.0
5975,0.89477
11349,0.14101
1832,0.571376
5800,0.221806
10371,0.334773
4355,0.479759
11444,0.374451
11407,0.89163
9613,0.699804
5727,0.442117
5149,0.0625545
11750,9.40638e-06
11784,0.605933
6306,0.72181
7079,0.699688
6985,0.492896
615,0.0704993
4748,0.850062
2661,0.609874
11211,0.0954703
5679,0.0146686
1624,0.00839701
9731,0.819421
11437,0.792525
8664,0.547558
1221,0.129999
2955,0.370666
10186,0.92076
7718,0.160822
9532,0.200132
7846,0.591942
2580,0.196357
5353,0.00571857
8514,0.227565
5515,0.80535
323,0.186711
6320,0.363619
5912,0.852916
306,0.990093
10325,0.0208743
2047,0.00707692
2238,0.385683
7767,0.189896
8167,0.01898
12165,0.414788
2129,0.925015
9930,0.395309
10430,0.487348
6842,0.334006
8436,0.233986
9400,0.00828696
5063,0.985706
32,0.263971
9095,0.607222
10010,0.99805
749,0.102911
10316,0.804466
9915,0.000340459
8612,0.259559
3604,0.237003
6390,0.403443
5979,0.096891
5078,0.451194
161,0.623355
11335,0.841356
11226,0.000303295
7946,0.915631
9237,0.155332
5701,0.998683
2604,0.6134
1723,0.295058
7243,0.00501885
158,0.850042
11625,0.817531
3899,0.438527
11209,0.00339742
905,0.231148
3477,0.0735479
11235,0.999995
4916,0.623051
4697,0.00198993
5826,0.467609
7346,0.999931
2557,0.809078
8440,0.593899
1500,0.00101441
6768,0.120276
532,0.214562
5514,0.345584
8032,0.734668
1171,0.504275
9991,0.726115
6589,0.999947
7579,0.985027
8516,0.808155
10801,0.596901
11650,0.999063
4121,0.992833
889,0.00768766
6676,0.999081
9190,0.99934
5086,0.571032
7945,0.895382
8996,0.605771
10825,0.951825
9966,0.0246213
4509,5.14204e-14
10135,0.999983
5742,0.966538
4532,0.43308
7599,0.885097
6523,0.825672
12291,0.999971
11089,0.999478
10121,0.109335
8300,0.432529
10923,0.0355613
731,0.641819
5018,0.678828
11055,0.0984743
7019,0.222451
9554,0.477381
5008,0.6301
10277,0.231688
762,0.0683436
10942,0.117162
1563,0.993845
8561,0.996049
4698,0.727297
1557,0.300429
7712,0.00187897
5682,0.235271
6156,0.00242981
4993,0.74841
5143,0.339497
2189,0.999999
4092,0.712015
2324,0.236616
634,0.0282286
9513,0.23087
4900,0.296497
7926,0.0333015
5641,0.751826
10701,0.791627
8442,0.836002
6405,0.11873
6290,0.977773
9524,0.753918
6705,0.0862872
7915,0.412274
222,0.952329
1502,0.217339
11787,0.999879
7210,0.272982
3958,0.156917
960,0.839119
5468,0.999957
6993,0.853998
10823,0.518802
12225,0.889608
11165,0.443618
6765,0.00798868
7792,0.00152914
3447,0.114955
10439,0.468535
8066,0.477169
8096,0.999256
6030,0.765442
11636,2.89769e-08
4828,0.565465
2898,0.368786
9911,0.993912
5721,0.0630304
1814,0.670796
4576,0.00426589
7536,0.647147
2086,0.147577
4026,0.945265
1949,0.349361
3939,0.975898
5481,0.975031
10147,0.675324
11783,0.00141771
9511,0.0549777
679,0.852179
8534,0.975678
443,0.992392
336,0.216729
11115,0.00627059
8855,0.999974
4274,0.991973
8945,0.415228
4788,0.994162
1182,1.0
5194,0.765436
1819,0.729684
9525,0.00162324
3742,0.798191
7330,0.005267
2693,0.089873
53,0.0590219
707,0.824486
2007,0.556031
11569,0.391099
7973,2.51063e-06
1234,0.549531
2104,0.753119
8064,0.643583
3360,0.00582419
8083,0.0611387
5300,0.334696
308,0.00969359
10767,0.929599
10775,0.0138822
9128,0.999915
5295,0.755358
6563,0.885007
1963,0.128301
3437,0.645355
5160,0.440744
3427,0.164263
6471,0.066505
1868,0.218453
7139,0.675485
2591,0.168156
4165,0.969651
8124,0.443102
971,0.957784
464,0.421893
4089,0.631504
11390,0.0104965
7259,0.814723
3476,0.24095
2861,0.756521
11151,1.0
9277,0.999961
6512,0.723473
1014,0.999611
4521,0.285712
12330,0.329448
4848,0.0222633
1191,0.964905
1186,0.999829
8476,1.0
11985,0.618892
7377,0.460039
7251,0.974449
6863,0.923685
8077,0.999993
4744,0.0320316
12100,0.494993
8410,0.0272104
543,0.0132794
12136,0.406409
11193,0.830666
11698,0.298521
2946,0.997746
10899,0.996083
3857,0.401259
12497,0.39026
2667,0.390203
2079,0.406629
8730,0.728048
5128,0.99941
3925,0.997043
11045,0.313969
12309,0.0510606
1428,0.950886
2718,0.996782
7568,0.0667734
4305,0.0230932
11205,0.947134
1028,0.714378
7465,1.0
3444,0.333376
319,0.973954
11179,0.138588
1924,0.623464
7152,0.105817
11083,0.495499
9501,0.937562
4586,0.999644
8308,0.450912
12438,0.792042
60,0.650907
4375,0.891704
5830,0.237212
8602,0.271789
10782,0.585789
6767,0.523502
10851,0.754971
12284,0.995197
1346,0.161333
6848,0.107405
2322,0.746634
12224,0.604615
4164,0.95634
1862,0.0204964
1273,0.666615
7091,0.124036
3070,0.933018
1793,0.834201
11846,0.0877929
12211,0.251193
2674,0.00135689
9057,0.00458946
3923,0.661814
6990,0.0916741
97,0.278384
11080,0.839398
6526,0.99297
7034,0.253276
2968,0.0790437
11339,0.169832
1536,0.999554
10206,0.981706
9411,0.047627
1422,0.386055
79,0.639789
1367,0.453214
9289,0.942306
5122,0.000581453
505,4.59889e-08
10364,0.999338
10308,0.000107129
11007,0.314709
738,0.828812
2920,0.489535
9837,0.745461
14,0.215102
9518,0.0662745
6167,0.120206
8401,0.295085
9004,0.476886
3281,0.208081
10884,0.0234442
3971,0.493252
4925,0.000616522
4664,0.791331
640,0.241058
4515,0.439448
7124,0.00109524
98,0.915965
4131,0.461326
433,0.755504
9627,0.0218248
1601,0.17244
3186,0.810267
1265,0.00958636
5535,0.726684
289,0.9514
2495,0.17857
3435,0.998871
10749,0.0978858
1324,0.00491615
7561,0.053362
9318,1.87699e-06
7109,0.100331
645,0.30077
10883,0.966717
4152,0.627763
3326,0.0906634
12013,0.997205
1488,0.0339741
8543,0.963441
4276,0.375733
8230,0.909933
12347,0.0471638
1551,5.25068e-23
2378,0.984152
6112,0.530892
1710,0.000481741
4696,0.719089
578,0.0543294
11311,0.785599
2948,0.772988
5962,0.0882655
4666,0.20675
10363,0.00482799
8421,0.0254762
2768,0.939238
8580,0.101921
5873,0.714866
11293,0.905011
7380,0.000747468
5219,0.320477
3814,0.559234
12314,0.689627
7987,0.00368962
5589,0.235134
9256,0.0308376
