id,label
12167,0.325324
5374,0.0270155
12168,0.173385
12403,0.988678
4876,0.952427
10699,0.00127929
3041,0.0258269
11984,0.994841
12463,0.0686463
6080,0.000220093
5203,0.00285556
11955,0.00146568
7546,0.00331267
2225,0.00138003
5818,0.0765019
11334,0.979071
11135,0.998182
722,0.00369901
124,0.0501209
7435,0.00318554
7275,0.97522
7557,0.264202
7711,0.00401243
4196,0.159609
6309,0.0025845
4771,0.393523
11474,0.00335094
8895,0.00509732
2496,0.532348
8587,0.778763
2487,0.996965
5832,0.0187509
11813,0.544502
6870,0.997784
6077,0.00154492
1211,0.719176
5723,0.842273
9661,0.99792
8330,0.382336
11201,0.00896547
1999,0.175201
8433,0.748239
6828,0.582427
8069,0.989047
7316,0.0104585
1272,0.141344
3752,0.995513
11508,0.978785
7087,0.50913
8376,0.93659
3584,0.640484
11276,0.579026
2450,0.000540147
2741,0.284054
465,0.787117
2829,0.90903
4212,0.86749
10684,0.00424687
3128,0.000340558
3776,0.0148598
10538,0.587175
5176,0.0469428
9356,0.92801
5753,0.00201254
2010,0.044574
1754,0.923611
7940,0.221038
10681,0.753724
11574,0.536573
9465,0.796528
11396,0.61557
812,0.19956
3938,0.0358179
10732,0.866201
2719,0.192839
1456,0.140537
11472,0.0143792
3054,0.1063
12032,0.0136986
1609,0.0412588
10038,0.97524
4519,0.435568
7614,0.00170722
1518,0.252228
5393,0.603665
4672,0.0132186
3670,0.317826
9961,0.119885
2878,0.00773668
10666,0.433398
10203,0.0411609
676,0.0231547
10205,0.950085
11124,0.173864
5718,0.396249
10154,0.0163186
5105,0.989537
1818,0.882331
9505,0.992608
10589,0.889993
7535,0.00399269
203,0.00521737
5604,0.876844
743,0.584023
1383,0.00287363
579,0.981681
2505,0.0113747
11903,0.94537
5201,0.000377666
8292,0.274609
11738,0.808905
10348,0.970851
11962,0.433261
2838,0.00606654
4043,0.549338
6514,0.140785
2592,0.626949
8827,0.0716073
2617,0.0203907
2866,0.994584
8708,0.167788
5925,0.145192
11288,0.217801
3871,0.822079
61,0.00298491
11515,0.00277239
950,0.998696
4061,0.0380798
12269,0.00456181
2376,0.974495
9200,0.351292
6017,0.00438412
585,0.389287
7826,0.00431465
4708,0.168828
1509,0.171352
11102,0.975793
7869,0.000786553
11325,0.000248435
10219,0.0654427
5827,0.351249
5090,0.925158
8137,0.00110758
12069,0.00100854
11908,0.338292
4231,0.00235284
11443,0.0815672
1899,0.0156749
1525,0.0240954
2166,0.1543
2727,0.00584583
1733,0.00241649
11448,0.292175
5281,0.996709
11380,0.75066
3250,0.238868
7187,0.943108
10758,0.604
4793,0.989884
945,0.0190508
10508,0.886464
9017,0.179254
9290,0.653192
7221,0.790178
8849,0.0314145
9274,0.975172
622,0.781171
8345,0.183959
9463,0.201875
3558,0.00279767
6046,0.000626176
574,0.0057468
9082,0.00148736
1098,0.804477
5783,0.00462262
6726,0.0822309
2406,0.00249898
11119,0.358383
5910,0.0103601
11440,0.508486
5711,0.764249
865,0.00147996
9024,0.00218763
1295,0.972186
5479,0.986353
12442,0.0710832
12366,0.988504
11108,0.719998
6994,0.828219
8262,0.061629
2333,0.993708
5305,0.00204609
4373,0.00335129
7241,0.000916815
6664,0.699214
5209,0.0167544
7909,0.223565
7939,0.0423826
12076,0.57811
5810,0.637952
3908,0.596318
9696,0.995083
10377,0.368411
4962,0.04141
8988,0.464159
1811,0.00118799
11969,0.0675691
633,0.0187976
8829,0.805836
6161,0.981997
1305,0.982633
1470,0.00744793
5787,0.964527
12480,0.996009
9860,0.956035
2336,0.00727403
2195,0.422007
6387,0.00651077
10141,0.149998
3734,0.970147
9362,0.471047
9052,0.897993
3442,0.00192601
11756,0.0138046
7234,0.537832
4344,5.00318e-05
4988,0.00377247
1948,8.24033e-06
9192,0.996851
9375,0.98814
7503,0.000378946
3861,0.00348352
11058,0.00520692
3328,0.913931
2669,0.834131
2422,0.936619
6426,0.0264476
6884,0.0170188
43,0.0126584
10318,0.0279795
3828,0.435749
5875,0.893183
4098,0.00137534
6691,0.200729
7211,0.594059
788,0.00204717
3598,0.544865
10436,0.282102
322,0.997646
5282,0.398962
432,0.814143
8634,0.000864212
2880,0.0228383
12381,0.335803
5227,0.148795
200,0.0275334
7208,0.0601543
11812,0.196168
525,0.00010996
2969,0.734735
11718,0.799283
11234,0.903554
1243,0.991278
10739,0.0321222
11597,0.000253182
4544,0.000296642
9105,0.0244932
303,0.467506
10137,0.0611554
1501,0.500486
8572,0.00065829
11731,0.641886
5975,0.995989
11349,0.623185
1832,0.942685
5800,0.991527
10371,0.268502
4355,0.970124
11444,0.0673605
11407,0.968748
9613,0.0984031
5727,0.00281682
5149,0.257647
11750,0.109837
11784,0.117041
6306,0.986158
7079,0.0523282
6985,0.847552
615,0.00306821
4748,0.996494
2661,0.427431
11211,0.0422313
5679,0.00977319
1624,0.726155
9731,1.0
11437,0.855905
8664,0.00636918
1221,0.0637318
2955,0.00918802
10186,0.000834999
7718,0.573647
9532,0.990829
7846,0.00297857
2580,0.026309
5353,0.616939
8514,0.266053
5515,0.0563667
323,0.0293936
6320,0.027212
5912,0.0190981
306,0.0203967
10325,0.450965
2047,0.403382
2238,0.000799835
7767,0.156552
8167,0.994633
12165,0.253905
2129,0.765541
9930,0.889398
10430,0.0922472
6842,0.00526179
8436,0.275875
9400,0.169478
5063,0.23782
32,0.0265182
9095,0.448232
10010,0.30598
749,0.0492525
10316,0.815362
9915,0.00292555
8612,0.0223787
3604,0.0234227
6390,0.999214
5979,0.870383
5078,0.0291993
161,1.3177e-05
11335,0.0015314
11226,0.985808
7946,0.331021
9237,0.180269
5701,0.0876053
2604,0.994894
1723,0.946978
7243,0.801429
158,0.15641
11625,0.0089227
3899,0.00510463
11209,0.0429392
905,0.248046
3477,0.00541014
11235,0.000106511
4916,0.238314
4697,0.00749188
5826,0.993034
7346,0.783577
2557,0.999742
8440,0.025025
1500,0.00561621
6768,0.348653
532,0.973733
5514,0.996781
8032,0.138781
1171,0.55509
9991,0.958128
6589,0.00681456
7579,0.901646
8516,0.0338173
10801,0.00594545
11650,0.951041
4121,0.0314039
889,0.114517
6676,0.00618284
9190,0.999704
5086,0.240814
7945,0.00811056
8996,0.993436
10825,0.0738255
9966,0.00183783
4509,0.394665
10135,0.222201
5742,0.994543
4532,0.529756
7599,0.00100698
6523,0.94679
12291,0.00658382
11089,0.0547507
10121,0.794014
8300,0.000672846
10923,0.00862517
731,0.599025
5018,0.322716
11055,0.0038143
7019,0.999357
9554,0.00847829
5008,0.305887
10277,0.0309316
762,0.210833
10942,0.144841
1563,0.00214288
8561,0.749964
4698,0.0114672
1557,0.219131
7712,0.0992965
5682,0.0042827
6156,0.0259571
4993,0.000106345
5143,0.000104963
2189,0.960495
4092,0.0146545
2324,0.948832
634,0.0161839
9513,0.885694
4900,6.50957e-06
7926,0.0561394
5641,0.551948
10701,0.10612
8442,0.441117
6405,0.000931437
6290,0.198584
9524,0.220216
6705,0.00163713
7915,0.00426512
222,0.0507381
1502,0.950867
11787,0.94095
7210,0.0572626
3958,0.132949
960,0.68037
5468,0.014769
6993,0.616904
10823,0.31923
12225,0.0076807
11165,0.392612
6765,0.00610182
7792,0.000580996
3447,0.000307651
10439,0.965482
8066,0.524871
8096,0.0276427
6030,0.113577
11636,0.092949
4828,0.567445
2898,0.34689
9911,0.0245104
5721,0.000182214
1814,0.974425
4576,0.0133606
7536,0.999972
2086,0.960707
4026,0.163789
1949,0.0717278
3939,0.935324
5481,3.8574e-05
10147,0.0011115
11783,0.382505
9511,0.00314705
679,0.189559
8534,0.0287088
443,0.18264
336,0.000277802
11115,0.0487989
8855,0.0181122
4274,0.00635425
8945,0.907637
4788,0.198678
1182,0.00496024
5194,0.000404413
1819,0.00163711
9525,0.592206
3742,0.412383
7330,0.245207
2693,0.125407
53,0.00629362
707,0.00137534
2007,0.0109962
11569,0.29947
7973,0.0121098
1234,0.273241
2104,0.476013
8064,0.457415
3360,0.00140561
8083,0.0324232
5300,0.0228896
308,0.945687
10767,0.992303
10775,0.913065
9128,0.971085
5295,0.981757
6563,0.276864
1963,0.527475
3437,0.0531905
5160,0.0243928
3427,0.0462741
6471,0.000765145
1868,0.170088
7139,0.917374
2591,0.85029
4165,0.999713
8124,0.0717334
971,0.109942
464,0.990956
4089,0.999413
11390,0.654607
7259,3.26081e-05
3476,0.000186362
2861,0.633563
11151,0.0104538
9277,0.00265602
6512,0.0400865
1014,0.333878
4521,0.0426476
12330,0.879471
4848,0.00173466
1191,0.0782713
1186,0.00735047
8476,0.00279514
11985,0.124588
7377,0.286687
7251,0.689204
6863,0.99643
8077,0.780566
4744,0.000514962
12100,0.00652311
8410,0.0326551
543,0.000447685
12136,6.5838e-05
11193,0.133027
11698,0.00706197
2946,0.937786
10899,0.732513
3857,5.60313e-05
12497,0.613535
2667,0.0178249
2079,0.942924
8730,0.249555
5128,0.997714
3925,0.331552
11045,0.0121971
12309,0.000403006
1428,0.00930697
2718,0.554304
7568,0.595656
4305,0.0226533
11205,0.973677
1028,0.112979
7465,0.0729569
3444,0.021942
319,0.843083
11179,0.0158053
1924,0.560903
7152,0.25924
11083,0.170102
9501,0.00669801
4586,0.965218
8308,0.101462
12438,0.0138237
60,0.563695
4375,0.729162
5830,0.288873
8602,0.952493
10782,0.668196
6767,0.979659
10851,0.0403015
12284,0.301496
1346,0.970697
6848,0.00953645
2322,0.00107436
12224,0.0590477
4164,0.233285
1862,0.852473
1273,0.557472
7091,0.047141
3070,0.000730883
1793,0.1061
11846,0.0676922
12211,0.000987069
2674,0.989726
9057,0.689376
3923,0.179522
6990,0.0112968
97,0.800968
11080,0.345442
6526,0.0136682
7034,0.472204
2968,0.983596
11339,0.623401
1536,0.635824
10206,0.891859
9411,0.0115929
1422,0.0184384
79,0.000563635
1367,0.168932
9289,0.000131645
5122,0.622288
505,0.0055101
10364,0.0307274
10308,0.961899
11007,0.247392
738,0.00257056
2920,0.24632
9837,0.00125109
14,0.00556556
9518,0.177343
6167,0.998934
8401,0.783194
9004,0.812661
3281,0.244478
10884,0.000440822
3971,6.32869e-05
4925,0.00378739
4664,0.196064
640,0.991391
4515,0.00152968
7124,0.158496
98,0.820832
4131,0.933741
433,0.000198314
9627,0.165153
1601,0.835461
3186,4.27243e-07
1265,0.963329
5535,0.076495
289,0.0263844
2495,0.574071
3435,0.999777
10749,0.0182743
1324,0.600528
7561,0.969673
9318,0.493739
7109,0.924733
645,0.414933
10883,0.99615
4152,0.957138
3326,0.0638392
12013,0.460594
1488,0.0913092
8543,0.112551
4276,0.976672
8230,0.0421155
12347,0.0439217
1551,0.148372
2378,0.104187
6112,0.00682731
1710,0.129655
4696,0.836336
578,0.0310574
11311,0.137307
2948,0.535409
5962,0.994722
4666,0.0173265
10363,0.740296
8421,0.940894
2768,0.640677
8580,0.036017
5873,0.995969
11293,0.937818
7380,3.74298e-05
5219,0.709335
3814,0.000304808
12314,0.901971
7987,0.455269
5589,0.940426
9256,0.826231
9989,0.990038
2989,0.00147386
3932,0.0131086
3759,0.997185
9958,0.663867
2926,0.495091
4714,0.00158184
11106,0.934551
11926,0.116802
9536,0.861076
2746,0.0469963
9414,0.182994
8605,0.28208
3313,0.93978
8985,0.0483259
8243,0.436563
5770,0.362345
4473,2.9813e-05
11873,0.999513
7181,0.00016728
10142,0.841913
7525,0.0918299
8159,0.000593355
3966,0.00122314
5388,0.892327
2200,0.0780297
3968,0.196325
5897,0.219326
8776,0.0424636
11353,0.0936729
2067,0.00602997
307,0.535006
6722,0.0906778
684,0.00220665
9226,0.41186
2158,0.126484
5077,0.00525165
11412,1.18976e-05
1625,0.934258
3989,0.0289464
1386,0.0117569
4252,0.0992277
4206,0.945949
5343,0.93201
1401,0.00697955
7227,0.000274099
1142,0.302439
7090,0.0999437
9668,0.000633411
785,0.923192
8811,0.0549086
714,0.912669
12471,0.878506
12428,0.850542
9389,0.000115761
11704,0.439647
2263,0.999812
1289,0.0646784
1896,0.0528245
11795,0.898654
8515,0.0102119
8368,0.0240051
3940,0.00144011
2298,0.759003
7810,0.000208606
1356,0.0344563
11139,0.0165945
7378,0.000109786
7396,0.993669
155,0.026306
8483,0.959396
7402,0.989722
8867,0.992055
1396,0.0240991
7130,0.913536
3349,0.450674
7874,0.0901808
4717,0.000488443
5866,0.0504657
9308,0.965231
7215,0.965191
6714,7.70641e-06
5260,0.00325616
3256,0.988806
8379,0.000708199
456,0.0668894
10389,0.048615
12030,0.996442
8757,0.00311122
2286,0.00993335
1553,0.0654891
748,0.0377912
9740,0.00460024
8257,0.00290871
6205,0.651109
233,0.973516
1605,0.00244575
11776,0.0431061
8553,0.991769
12240,0.954003
3418,0.745018
12494,0.375908
1452,0.0609733
6200,0.0581864
5575,0.881309
9470,0.015348
7642,0.000751459
7000,0.209937
4140,0.9394
1187,0.124642
10245,8.03298e-05
8627,0.986166
942,0.0251574
9992,0.790201
10646,0.00755038
608,0.00694233
9873,0.0734148
10685,0.988928
4259,0.019822
12155,0.23141
9515,0.0373347
2236,0.759023
6256,0.146839
2276,0.738034
1620,0.10267
5413,0.990148
2472,0.905365
10691,0.916515
11592,0.0148718
9027,0.00652206
6955,0.00936065
830,0.954504
8022,0.0650131
8112,0.0160614
77,0.972328
1977,0.0428107
7695,0.643067
965,0.0695179
7235,0.97102
806,0.123188
10005,0.560354
1246,0.00380802
45,0.00272947
5613,0.815238
8653,0.946952
4148,0.856575
9698,0.114473
636,5.99327e-05
8952,0.00215055
11130,0.000121003
2266,0.00534495
188,0.97728
5184,0.710395
4389,0.993625
10762,0.0292564
2005,0.0318369
5329,0.00307432
10165,0.353759
149,0.0341544
7421,0.00251705
9948,0.252434
8316,0.659332
4201,0.0241777
361,0.335435
11506,0.938515
3067,0.845449
10581,0.225909
11978,0.0137147
2261,0.00376304
4837,0.0191771
11538,7.9599e-05
7941,0.000488188
9711,0.823727
